ticker
A
AAL
AAP
AAPL
ABBV
ABNB
ABT
ACGL
ACN
ADBE
ADI
ADM
ADP
ADSK
AEE
AEP
AES
AFL
AIG
AIV
AIZ
AJG
AKAM
ALB
ALGN
ALK
ALL
ALLE
AMAT
AMCR
AMD
AME
AMG
AMGN
AMP
AMT
AMTM
AMZN
AN
ANET
ANF
AON
AOS
APA
APD
APH
APTV
ARE
ATI
ATO
AVB
AVGO
AVY
AWK
AXON
AXP
AYI
AZO
BA
BAC
BALL
BAX
BBBY
BBT
BBWI
BBY
BDX
BEN
BF-B
BG
BHF
BIIB
BIO
BK
BKNG
BKR
BLDR
BLK
BMS
BMY
BR
BRK-B
BRO
BSX
BWA
BX
BXP
C
CAG
CAH
CARR
CAT
CB
CBOE
CBRE
CCEP
CCL
CDNS
CDW
CE
CF
CFG
CHRW
CHTR
CI
CIEN
CINF
CL
CLF
CLX
CMCSA
CME
CMG
CMI
CMS
CNP
CNX
COF
COO
COP
COR
COST
COTY
CPAY
CPB
CPRI
CPRT
CPT
CRL
CRM
CRWD
CSCO
CSGP
CSX
CTAS
CTRA
CTSH
CTVA
CVS
CVX
CZR
D
DAL
DD
DDR
DE
DECK
DG
DGX
DHI
DHR
DIS
DLR
DLTR
DOC
DOV
DPZ
DRI
DTE
DUK
DVA
DVN
DXC
DXCM
EA
EBAY
ECL
ED
EFX
EG
EIX
EL
ELV
EMN
EMR
ENPH
EOG
EPAM
EQIX
EQR
EQT
ERIE
ES
ESS
ETN
ETR
ETSY
EVRG
EW
EXC
EXPD
EXPE
EXR
F
FANG
FAST
FCX
FDS
FDX
FE
FFIV
FHN
FICO
FIS
FISV
FITB
FLR
FLS
FMC
FOSL
FRT
FSLR
FTI
FTNT
FTV
GD
GDDY
GE
GEHC
GEN
GEV
GILD
GIS
GL
GLW
GM
GME
GNRC
GNW
GOOG
GOOGL
GPC
GPN
GRMN
GS
GT
GWW
HAL
HAS
HBAN
HCA
HD
HIG
HII
HLT
HOG
HON
HP
HPE
HPQ
HRB
HRL
HSIC
HST
HSY
HUBB
HUM
HWM
IBM
ICE
IDXX
IEX
IFF
ILMN
INCY
INTC
INTU
INVH
IP
IPGP
IQV
IRM
ISRG
IT
ITT
ITW
IVZ
J
JBHT
JBL
JCI
JEF
JKHY
JNJ
JPM
KBH
KDP
KEY
KEYS
KG
KHC
KIM
KKR
KLAC
KMB
KMI
KMX
KO
KR
KSS
KVUE
L
LDOS
LEG
LEN
LH
LHX
LIN
LKQ
LLY
LMT
LNC
LNT
LOW
LRCX
LULU
LUMN
LUV
LVS
LW
LYB
LYV
M
MA
MAA
MAC
MAR
MAS
MAT
MBI
MCD
MCHP
MCK
MCO
MDLZ
MDT
MET
META
MGM
MHK
MKC
MKTX
MLM
MMM
MNST
MO
MOH
MOS
MPC
MPWR
MRK
MRNA
MS
MSCI
MSFT
MSI
MTB
MTCH
MTD
MTW
MU
MUR
NAVI
NBR
NCLH
NDAQ
NDSN
NEE
NEM
NFLX
NI
NKE
NKTR
NOC
NOV
NOW
NRG
NSC
NTAP
NTRS
NUE
NVDA
NVR
NWL
NWS
NWSA
NXPI
NYT
O
ODFL
OGN
OI
OKE
OMC
ON
ORCL
ORLY
OTIS
OXY
PANW
PAYC
PAYX
PBI
PCAR
PCG
PEG
PENN
PEP
PFE
PG
PGR
PH
PHM
PKG
PLD
PLTR
PM
PNC
PNR
PNW
PODD
POOL
PPG
PPL
PRGO
PRU
PSA
PSX
PTC
PVH
PWR
PYPL
QCOM
QRVO
R
RCL
REG
REGN
RF
RHI
RIG
RJF
RL
RMD
ROK
ROL
ROP
ROST
RRC
RSG
RTX
RVTY
SBAC
SBUX
SCHW
SEDG
SHW
SIG
SJM
SLB
SLG
SLM
SMCI
SNA
SNPS
SO
SOLV
SPG
SPGI
SRE
STE
STLD
STT
STX
STZ
SVU
SW
SWK
SWKS
SYF
SYK
SYY
T
TAP
TDC
TDG
TDY
TECH
TEL
TER
TFC
TFX
TGT
THC
TJX
TLAB
TMO
TMUS
TPL
TPR
TRGP
TRIP
TRMB
TROW
TRV
TSCO
TSLA
TSN
TT
TTWO
TXN
TXT
TYL
UAA
UAL
UBER
UDR
UHS
ULTA
UNH
UNM
UNP
UPS
URBN
URI
USB
V
VFC
VIAV
VICI
VLO
VLTO
VMC
VNO
VNT
VRSK
VRSN
VRTX
VST
VTR
VTRS
VZ
WAB
WAT
WBD
WDC
WEC
WELL
WFC
WHR
WM
WMB
WMT
WRB
WST
WTW
WU
WY
WYNN
XOM
XRAY
XRX
XYL
YUM
ZBH
ZBRA
ZION
ZTS
